menu-item-name,"Mango Kulfi*","Mango Kulfi","mango kulfi","Mango Kulfis","mango kulfis"
menu-item-name,"Delivery Fee is Due to San Francisco Bag Ordinance*","Delivery Fee is Due to San Francisco Bag Ordinance","delivery fee is due to san francisco bag ordinance","Delivery Fee is Due to San Francisco Bag Ordinances","delivery fee is due to san francisco bag ordinances"
menu-item-name,"Soda*","Soda","soda","Sodas","sodas"
menu-item-name,"Gatorade*","Gatorade","gatorade","Gatorades","gatorades"
menu-item-name,"Arizona Iced Tea*","Arizona Iced Tea","arizona iced tea","Arizona Iced Teas","arizona iced teas"
menu-item-name,"Coconut Juice*","Coconut Juice","coconut juice","Coconut Juices","coconut juices"
menu-item-name,"Bottled Water*","Bottled Water","bottled water","Bottled Waters","bottled waters"
menu-item-name,"Snapple*","Snapple","snapple","Snapples","snapples"
menu-item-name,"Green Tea*","Green Tea","green tea","Green Teas","green teas"
menu-item-name,"French Fries*","French Fries","french fries","French Frie","french frie"
menu-item-name,"Cheese Fries*","Cheese Fries","cheese fries","Cheese Frie","cheese frie"
menu-item-name,"Fried Zucchini*","Fried Zucchini","fried zucchini","Fried Zucchinis","fried zucchinis"
menu-item-name,"Chili Cheese Fries*","Chili Cheese Fries","chili cheese fries","Chili Cheese Frie","chili cheese frie"
menu-item-name,"Criss Cut Garlic Fries*","Criss Cut Garlic Fries","criss cut garlic fries","Criss Cut Garlic Frie","criss cut garlic frie"
menu-item-name,"Beer-Battered Onion Rings*","Beer-Battered Onion Rings","beer-battered onion rings","Beer-Battered Onion Ring","beer-battered onion ring","Beer","beer","Beers","beers"
menu-item-name,"Mozzarella Sticks*","Mozzarella Sticks","mozzarella sticks","Mozzarella Stick","mozzarella stick"
menu-item-name,"Mini Green Salad*","Mini Green Salad","mini green salad","Mini Green Salads","mini green salads"
menu-item-name,"Salmon Salad*","Salmon Salad","salmon salad","Salmon Salads","salmon salads"
menu-item-name,"Crispy Chicken Salad*","Crispy Chicken Salad","crispy chicken salad","Crispy Chicken Salads","crispy chicken salads"
menu-item-name,"Bay Shrimp Salad*","Bay Shrimp Salad","bay shrimp salad","Bay Shrimp Salads","bay shrimp salads"
menu-item-name,"Greek Salad with Feta Cheese*","Greek Salad with Feta Cheese","greek salad with feta cheese","Greek Salad with Feta Cheeses","greek salad with feta cheeses"
menu-item-name,"Tuna Salad*","Tuna Salad","tuna salad","Tuna Salads","tuna salads"
menu-item-name,"Chef's Salad*","Chef's Salad","chef's salad","Chef's Salads","chef's salads","Chef","chef","Chefs","chefs"
menu-item-name,"Chicken Salad*","Chicken Salad","chicken salad","Chicken Salads","chicken salads"
menu-item-name,"House Green Salad*","House Green Salad","house green salad","House Green Salads","house green salads"
menu-item-name,"Steak Salad*","Steak Salad","steak salad","Steak Salads","steak salads"
menu-item-name,"Mini Caesar Salad*","Mini Caesar Salad","mini caesar salad","Mini Caesar Salads","mini caesar salads"
menu-item-name,"Tuna Caesar Salad*","Tuna Caesar Salad","tuna caesar salad","Tuna Caesar Salads","tuna caesar salads"
menu-item-name,"Chicken Caesar Salad*","Chicken Caesar Salad","chicken caesar salad","Chicken Caesar Salads","chicken caesar salads"
menu-item-name,"Steak Caesar Salad*","Steak Caesar Salad","steak caesar salad","Steak Caesar Salads","steak caesar salads"
menu-item-name,"Caesar Salad*","Caesar Salad","caesar salad","Caesar Salads","caesar salads"
menu-item-name,"Salmon Caesar Salad*","Salmon Caesar Salad","salmon caesar salad","Salmon Caesar Salads","salmon caesar salads"
menu-item-name,"Bay Shrimp Caesar Salad*","Bay Shrimp Caesar Salad","bay shrimp caesar salad","Bay Shrimp Caesar Salads","bay shrimp caesar salads"
menu-item-name,"Ham and Cheese Sandwich*","Ham and Cheese Sandwich","ham and cheese sandwich","Ham and Cheese Sandwichs","ham and cheese sandwichs"
